delta,theta,alpha,beta,gamma,label,delta_rel,theta_rel,alpha_rel,beta_rel,gamma_rel,alpha_beta_ratio,theta_beta_ratio,engagement_index,fatigue,workload,calmness
13.376607400097898,9.750444948344615,7.531897589411672,5.80285156025384,10.75143419812028,0,0.2833232504156927,0.2065193118954847,0.1595293666774296,0.1229073050106007,0.2277207660007709,1.297964890176207,1.680285088360559,0.3357676511295117,3.070547902547684,1.1026608789625492,0.3256747758256029
4.957689311521692,3.5033221624467306,10.052034614191845,7.495367184473658,5.810530044759411,1,0.1558093636884381,0.1101017757724086,0.3159135271691042,0.2355630452497207,0.1826122881202969,1.3410996907093649,0.4673983376339879,0.5529450318001439,0.8417212830904027,1.6585771372629752,1.1880417186444436
7.871529788641279,5.752090428105141,17.870164126231884,13.742164659883889,8.639822098521028,1,0.1461051902872725,0.10676581161652,0.3316920344880734,0.25507133130445,0.1603656323036654,1.3003893176377124,0.4185723697866948,0.5817465317585062,0.7623668210179299,1.5020316883065998,1.3117045132360503
4.319901546792762,5.648581661733111,13.129338118078676,11.977895053806083,5.988582929663727,1,0.1051984721369116,0.1375545609357858,0.3197263398783312,0.2916863371602018,0.1458342898887451,1.0961306688699517,0.4715838330430721,0.6378712441857213,0.7592525318576676,1.0601923256547383,1.3170848405033468
3.5321505673899902,3.288035505309605,12.185776212458826,7.580573228283332,5.534104005022454,1,0.1099651383142437,0.1023651942988062,0.3793752675893511,0.2360031849280424,0.1722912148695252,1.6075006261249285,0.4337449696558708,0.489896954031613,0.5596841722045497,1.6831034806049798,1.7867219575504452
9.690594086230629,9.49710358575395,7.723261698161799,2.970624275958696,8.632032756416628,0,0.251614753207021,0.2465908027564992,0.200533276788204,0.0771317926862904,0.2241293745619592,2.599878334687556,3.1970059826875907,0.172506461205026,2.4844034061498923,0.9089121412191528,0.4025111209165968
7.338707922694001,5.206065063720946,16.66288297505931,13.102203440805438,4.95826184759698,1,0.1552570258483246,0.1101390308322105,0.3525184106000919,0.2771890038011473,0.1048965289182042,1.2717618871565337,0.3973427131431847,0.5991236257442354,0.7528572939291999,0.952401052610116,1.3282729780583271
12.674409130471638,5.9832993907821175,3.981323584560894,4.673234958751664,7.952370105650426,0,0.3594084654634029,0.1696685368376689,0.112898470083318,0.1325190143370702,0.2255055132785114,0.8519416675707788,1.280333525344523,0.4689826167880491,4.686307987856062,1.3290944652665666,0.2133875968644391
16.904904649721114,10.459290226639723,4.349492849850589,6.202043543978617,14.806793066632933,0,0.3206391359738802,0.198383714706438,0.0824978110316446,0.1176355575153446,0.2808437807726734,0.7012999535245258,1.6864264416698456,0.4188084538428998,6.291352995558892,1.4156594514897862,0.1589483216788901
4.071373780610338,4.705434896781251,13.903383773621425,10.41801522838274,6.074640817746885,1,0.1039335646195657,0.1201198043365255,0.3549239921787974,0.2659499022426819,0.1550727366224038,1.334552068460087,0.4516632768504836,0.5598429117046935,0.6312714098716283,1.290983925972763,1.5841046880572216
6.311159092986979,2.970674702191164,11.585489965627565,11.946279499357194,8.111008300956344,1,0.1542142699036096,0.0725889529276169,0.2830934619458714,0.2919094169413341,0.1981938982815435,0.9697990043913804,0.248669445755253,0.8207024151731217,0.8011602290377714,2.73035896264351,1.248189767241681
9.325142039345838,10.20563317505049,2.8171350621279294,4.647947950123103,13.600443491987797,0,0.229704225374427,0.251393174821279,0.07439246985447848,0.1144919057488779,0.33018834043846923,0.6061029709782385,2.1957287995414108,0.3569093655907096,6.932850139144859,1.3326408325064918,0.1442408215269996
16.239281567631156,11.6739920327487,3.9721272888456527,5.658850952293531,13.511538689377687,0,0.3180693394180927,0.2286516751843041,0.0777997411761123,0.1108366140931444,0.2646426301283266,0.7019317740704618,2.0629615674811634,0.3616776042428399,7.027285774989476,1.157405166143404,0.1423024524307065
11.108677287691432,12.602302684345654,8.469859545480057,6.068887781305827,17.39765243897855,0,0.1990261645099536,0.2257863742281824,0.1517483689208183,0.1087318882953738,0.3147072040456538,1.3956197328568825,2.076542380811251,0.2880049856690961,2.799453738508687,1.3938272630333073,0.3572125468922646
8.136609380102701,3.545116931241252,14.324831217501275,9.700909340945278,4.842905239204211,1,0.2006543702788283,0.087425016019885,0.3532601668610445,0.2392310806635784,0.1194293661766388,1.4766482927082776,0.3654417133776003,0.5428616389737566,0.8154878848594311,1.3660777152821548,1.2262597868231495
6.990761499041407,7.008340514430941,3.090667773275906,3.082578057583864,6.065882098394301,0,0.2664341883694434,0.2671041655526568,0.1177925408848915,0.1174842229949386,0.2311848821980315,1.002624334092535,2.2735322127254003,0.3052357191379809,4.529474869472865,0.8655233125500198,0.2207761447899127
5.864369386009103,5.05701221511566,15.029373937004392,7.41682818518095,10.455590971202607,1,0.1338189080752123,0.1153958436459135,0.3429549329041636,0.1692444291606621,0.2385858862140254,2.0263883104380325,0.6818294947883377,0.3692465199385247,0.7266690978729423,2.067543150851561,1.376142184618878
15.534350007449728,10.222042800582264,6.664896731283311,4.643211904641676,16.64656924630383,0,0.2892206356680619,0.1903153794779144,0.1240879514340365,0.0864479490907546,0.3099280843292138,1.4354065389919448,2.201502539257814,0.2749587570681471,3.864484903910607,1.6284973140326822,0.2587666984542234
14.24905622791766,7.5831097594705374,5.778001043713505,5.292562341917018,2.8735793850302924,0,0.39320719775682617,0.2119589757220066,0.1615035548465686,0.147934835248372,0.0803207341613662,1.0917209225595887,1.4327861002183444,0.3961169411348379,3.778498103139529,0.3789447173783206,0.2646554192921871
13.304009391158784,14.463563917624692,10.847270493480142,10.950043587515797,12.437182367115456,0,0.2145736334822776,0.2332755015168837,0.1749501353101798,0.1766077105240173,0.2005930191666253,0.9906143665817512,1.3208681591727918,0.432622781581589,2.5598673254173554,0.8598974939433932,0.3906452455338715
9.860744161161069,7.28618659222785,5.821766412061581,4.675355977378174,6.825282132778356,0,0.2860729422925353,0.2113816972091093,0.1688969736582448,0.1356381241470198,0.1980102626930614,1.2452028121463137,1.558423920215663,0.3566808620302144,2.945314108604299,0.9367427042181596,0.3395223609083185
6.308559707338044,6.9330176233576974,17.385983423424435,10.457692582251848,6.394964611756035,1,0.1328671177168981,0.146019077480475,0.366173201698825,0.2202536768823726,0.1346869262214081,1.6625066461858276,0.6629586372103756,0.4300214701132051,0.7616237176490984,0.9223926662595914,1.3129843211207493
4.259308776476199,3.7115967970514334,12.126700887024349,9.542770022789451,8.608846590085138,1,0.1113567396728436,0.0970371813808147,0.3170443714306183,0.2494892511795615,0.2250724563361356,1.2707736702019792,0.3889433348806148,0.6025123540758724,0.6573020681494052,2.319445526681328,1.5213705360878014
18.257800157930063,13.255579487442253,5.66953961483179,3.660633960729867,7.840918276183285,0,0.3750230740208565,0.2722753083234533,0.1164547840509551,0.0751909972145132,0.161055836390201,1.5487862687458092,3.621115802897213,0.1934272614483349,5.558366601297471,0.5915183325647818,0.1799089681415507
2.905457905508153,3.584764387010103,17.463328157363,15.861509591909888,8.014698141687324,1,0.07146607659135527,0.0749484112643557,0.3651142891078818,0.3316242898628849,0.1675671892578295,1.1009877751591266,0.2260039856869926,0.753584181451,0.42114330570568626,2.235767061426391,2.374488652370526
